source;source_url;target_url;relation;target_id
med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordTreatmentLine;references;MedRecordTreatmentLine
med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordUsage;references;MedRecordUsage
med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordOrder;references;MedRecordOrder
med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;references;MedRecordDispense
med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;references;MedRecordAdministration
med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/med-view-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;references;MedRecordMedicationScheduledAdministration
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/composition-status;Bound_Req;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/doc-typecodes;Bound_Pref;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/document-classcodes;Bound_Exam;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/Resource;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/Encounter;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/Practitioner;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/PractitionerRole;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/Device;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/Patient;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/Organization;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification;Bound_Req;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/composition-attestation-mode;Bound_Req;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/document-relationship-type;Bound_Req;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/StructureDefinition/Composition;references;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://terminology.hl7.org/ValueSet/v3-ActCode;Bound_Exam;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/doc-section-codes;Bound_Exam;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/list-mode;Bound_Req;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/list-order;Bound_Pref;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7.org/fhir/ValueSet/list-empty-reason;Bound_Pref;
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordTreatment;references;MedRecordTreatment
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordTreatmentLine;references;MedRecordTreatmentLine
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;references;MedRecordMedicationSummaryView
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordUsage;references;MedRecordUsage
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordOrder;references;MedRecordOrder
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;references;MedRecordDispense
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;references;MedRecordAdministration
MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord-comp;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;references;MedRecordMedicationScheduledAdministration
MedRecord;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
MedRecord;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord;http://hl7.org/fhir/ValueSet/bundle-type;Bound_Req;
MedRecord;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord;http://hl7.org/fhir/ValueSet/search-entry-mode;Bound_Req;
MedRecord;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecord;http://hl7.org/fhir/ValueSet/http-verb;Bound_Req;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/event-basedOn;extension;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/CarePlan;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/related-tl;extension;related-tl
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/MedicationAdministration;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Procedure;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/medication-admin-status;Bound_Req;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/reason-medication-not-given-codes;Bound_Exam;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/medication-admin-category;Bound_Pref;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/medication-codes;Bound_Exam;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Medication;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Patient;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Group;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Encounter;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/EpisodeOfCare;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Resource;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/med-admin-perform-function;Bound_Exam;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Practitioner;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/PractitionerRole;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Device;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/reason-medication-given-codes;Bound_Exam;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Condition;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Observation;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/DiagnosticReport;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/MedicationRequest;references;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/approach-site-codes;Bound_Exam;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/route-codes;Bound_Exam;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/ValueSet/administration-method-codes;Bound_Exam;
MedRecordAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordAdministration;http://hl7.org/fhir/StructureDefinition/Provenance;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/event-basedOn;extension;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/CarePlan;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/related-tl;extension;related-tl
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Procedure;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/ValueSet/medicationdispense-status;Bound_Req;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/ValueSet/medicationdispense-status-reason;Bound_Exam;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/ValueSet/medicationdispense-category;Bound_Pref;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/ValueSet/medication-codes;Bound_Exam;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Medication;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Patient;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Group;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Encounter;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/EpisodeOfCare;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Resource;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/ValueSet/medicationdispense-performer-function;Bound_Exam;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Practitioner;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/PractitionerRole;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Organization;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Device;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Location;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/MedicationRequest;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType;Bound_Exam;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode;Bound_Exam;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason;Bound_Exam;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/DetectedIssue;references;
MedRecordDispense;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordDispense;http://hl7.org/fhir/StructureDefinition/Provenance;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/event-basedOn;extension;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/CarePlan;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/medicationrequest-status;Bound_Req;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/medicationrequest-status-reason;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/medicationrequest-intent;Bound_Req;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/medicationrequest-category;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/request-priority;Bound_Req;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Patient;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Practitioner;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/PractitionerRole;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Organization;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/medication-codes;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Medication;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Group;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Encounter;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Resource;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Device;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/CareTeam;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/performer-role;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/condition-code;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Condition;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Observation;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/MedicationRequest;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/ServiceRequest;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/ImmunizationRecommendation;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/ValueSet/medicationrequest-course-of-therapy;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Coverage;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/ClaimResponse;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason;Bound_Exam;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/DetectedIssue;references;
MedRecordMedicationScheduledAdministration;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationScheduledAdministration;http://hl7.org/fhir/StructureDefinition/Provenance;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/ValueSet/languages;Bound_Pref;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/PlanDefinition;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Questionnaire;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Measure;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/ActivityDefinition;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/OperationDefinition;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/CarePlan;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/ValueSet/request-status;Bound_Req;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/ValueSet/care-plan-intent;Bound_Req;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/ValueSet/care-plan-category;Bound_Exam;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Patient;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Group;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Encounter;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Practitioner;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/PractitionerRole;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Device;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/RelatedPerson;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Organization;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/CareTeam;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Condition;references;
MedRecordMedicationSummaryView;http://hl7belgium.org/fhir/riziv-medicationrecord/StructureDefinition/MedRecordMedicationSummaryView;http://hl7.org/fhir/StructureDefinition/Resource;references;
